custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,lntollmon,tollten,equip,equipmon,equipten,lnequipten,callcard,cardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
2866-TTOTKL-TA7,5,4,0,78,6,Septiembre,11,1,3,0,30,5,1,28,2,9.8,1.635424,1.108576,0,5,1,15,3,2,9,0,0,0,0,0,0,9,0,3,36,5,2,1,0,15.8,1,1,0,4,3,34,0,0,1,1,0,0,0,0,0,1,2,4,0,1,1,2,3,2,0,14,4,5,1,1,1,12,4,5,163.72,7,227.41,0,2,31,0,5,133.35,0,0, ,0,0,0,0, ,1,10.75,295,5.68697535633982,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,1,0,0
7217-UECHSF-PCR,1,1,1,48,4,Noviembre,11,1,2,0,2,2,0,23,1,18.7,2.051577,2.249423,1,2,0,-1,-1,2,9,0,0,0,2,0,0,7,1,3,22,4,2,1,0,9.3,1,0,0,1,1,23,1,0,1,0,0,0,0,0,0,0,9,5,0,0,0,5,3,2,0,11,4,3,2,1,0,10,3,11,268.09,5,83.11,1,3,23,0,6.5,169.8,1,34.75,3.5481795720108,763.75,0,0,0, ,1,15.75,345,5.84354441703136,1,19.7,2.98061863574394,387.9,5.96074757444592,0,0,0,1,1,1,1,1,0,1,28,1,1,1,0,1,0,0,0,0,1,0,1
0197-AMEAYR-851,5,1,0,47,4,Agosto,19,4,2,0,1,1,0,75,4,2.2,.1023,1.5477,0,4,1,21,5,2,6,0,0,0,0,0,0,6,0,2,24,4,1,1,1,46.1,3,1,0,3,2,22,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,4,0,15,4,4,4,4,0,12,4,14,333.68,5,136.67,0,3,21,1,6.15,141.25,0,0, ,0,1,26.35,516.3,6.2466879918856,1,13.75,290,5.66988092298052,0,0, ,0, ,0,0,0,0,0,0,0,0,1,1,19,1,1,1,0,1,1,0,0,0,0,1,0
1743-WAHPKT-DNW,5,1,0,75,6,Febrero,10,1,2,0,11,4,0,28,2,3.3,.394548,.529452,0,2,1,10,1,2,0,0,0,0,0,0,0,0,1,3,13,3,1,1,0,13.8,1,0,0,4,3,20,0,0,0,1,0,0,0,1,0,0,9,6,1,1,0,1,2,2,0,3,2,3,2,4,0,6,3,10,453.52,6,163.55,0,2,16,0,4.3,75,1,22.5,3.11351530921037,368.3,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,1,0,0,0,1,12,1,1,1,0,0,0,0,0,0,0,1,0
9840-VEWFQZ-W5V,3,1,1,43,4,Agosto,19,4,2,0,4,2,0,33,2,12.6,2.116422,2.041578,0,1,1,20,5,2,5,0,0,0,0,0,0,5,1,3,11,3,1,1,1,17.2,1,0,0,1,1,22,1,0,1,0,0,0,0,0,0,0,9,4,1,0,1,4,1,3,1,9,3,1,2,3,0,3,2,14,272.44,9,253.58,1,1,27,0,6.65,201.55,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,1,0,0,0,0,0
6203-JLXPIJ-YQZ,5,5,0,45,4,Diciembre,10,1,6,0,15,4,0,44,2,13.6,.98736,4.99664,0,2,1,9,1,5,1,1,0,0,0,0,0,0,1,1,25,4,1,1,1,30.9,2,1,0,8,4,39,1,0,1,1,1,0,0,1,0,0,9,5,1,0,0,3,2,2,1,27,5,2,3,4,1,20,5,9,283.72,2,54.74,1,1,62,0,16.15,1016.85,0,0, ,0,0,0,0, ,1,28.25,1730,7.45587668749182,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0
4166-WEDNXN-5RK,5,4,0,21,2,Diciembre,16,3,3,0,0,1,0,31,2,9.2,.77004,2.08196,1,1,0,-1,-1,1,6,1,0,0,2,0,0,3,0,2,1,1,2,1,0,16,1,1,0,5,3,25,0,1,0,1,1,0,0,0,0,0,9,6,0,1,1,4,3,1,0,3,2,3,1,1,0,2,2,9,196.56,3,89.2,1,1,13,0,4.75,47.55,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,0,1,0,0,1,0,0
4643-WSLHBV-DM5,2,1,0,53,5,Diciembre,21,5,3,0,19,5,0,284,5,9.4,15.456984,11.239016,1,2,0,-1,-1,1,2,0,0,2,0,0,0,0,1,1,25,4,2,1,0,92.4,3,0,0,1,1,29,1,0,0,0,0,0,0,0,0,1,9,6,1,0,1,4,1,3,1,30,5,2,1,2,0,18,5,12,1010.34,5,285.59,0,2,48,0,13.35,661.55,1,45,3.80666248977032,2199.2,0,0,0, ,1,13.75,540,6.29156913955832,1,57.05,4.04392807630808,2716.6,7.90713637738839,1,1,1,3,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,0,0,0
1441-JNZRPW-8KQ,3,3,1,30,3,Diciembre,13,2,6,0,8,3,0,49,2,2.1,.193452,.835548,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,4,3,2,3,1,0,28.8,2,0,0,4,3,34,1,0,0,1,1,0,0,0,0,0,9,4,0,0,1,2,3,4,1,2,2,3,2,3,1,2,2,12,221.56,6,133.45,0,1,3,1,4.05,11.15,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,1,1,18,1,1,1,0,0,1,1,0,0,0,0,0
5811-BKUTYY-F7I,2,1,1,58,5,Mayo,19,4,6,0,18,5,1,15,1,7.6,.08436,1.05564,0,5,0,-1,-1,1,4,0,0,0,0,0,0,4,0,2,11,3,1,1,1,9.2,1,0,0,3,2,20,0,0,1,0,0,0,0,1,0,1,9,4,0,0,1,3,1,2,0,19,5,4,4,3,1,10,3,4,65.08,6,57.7,0,3,42,0,16.55,710.95,0,0, ,0,0,0,0, ,1,30.75,1270,7.14677217945264,0,0, ,0, ,0,0,0,2,0,1,0,1,0,1,16,1,1,1,0,1,1,0,0,0,0,0,0
0926-OZQUQX-GXA,2,2,0,35,4,Enero,11,1,1,1,5,2,0,17,1,2.3,.254932,.136068,1,2,1,9,1,4,4,0,0,0,0,0,0,4,1,1,11,3,1,1,1,11.4,1,0,0,8,4,24,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,3,4,1,17,5,3,1,1,0,17,5,12,192.19,8,153.43,1,1,48,0,12.9,555.75,0,0, ,0,0,0,0, ,1,10,515,6.24416690066374,0,0, ,0, ,1,0,0,0,0,0,1,0,0,1,26,0,1,1,0,1,0,0,0,1,0,0,0
5007-HXEVVL-NW5,3,2,1,48,4,Agosto,14,2,1,0,14,4,0,83,4,11.3,4.820806,4.558194,0,3,1,13,2,2,7,0,1,0,0,0,0,6,1,3,21,4,1,1,1,36,2,0,1,3,2,26,1,0,1,0,0,0,1,0,0,0,3,4,1,0,0,4,1,4,0,12,4,3,2,4,1,9,3,8,220.46,2,73.36,1,3,37,0,5.6,221.2,1,24,3.17805383034795,885.9,1,49.85,1886.7,7.54258455021757,1,33,1120,7.02108396428914,1,50,3.91202300542815,1710.15,7.44433636494784,1,1,1,4,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0
8101-YOBRYX-REF,3,3,1,57,5,Abril,15,3,1,0,8,3,0,82,4,34.2,1.12176,26.92224,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,23,4,4,1,1,53.2,3,1,0,1,1,18,1,0,1,0,0,0,0,1,0,0,2,5,0,0,0,3,3,1,0,9,3,5,4,4,0,5,2,12,371.81,2,100.91,1,2,18,0,5.75,107.95,0,0, ,0,0,0,0, ,0,0,0, ,1,21,3.04452243772342,351.7,5.86277853947994,0,1,0,2,1,0,0,1,0,1,12,1,1,1,0,1,1,1,0,0,0,0,0
8267-UTARFV-TZK,4,1,1,61,5,Abril,20,5,3,0,11,4,0,62,3,2.3,.537602,.888398,0,4,1,18,4,4,2,0,2,0,0,0,0,0,1,1,9,3,0,-1,-1,-1,-1,-1,0,6,3,23,0,1,0,0,0,1,0,0,0,0,9,5,0,0,1,1,4,2,1,12,4,4,1,2,0,10,3,10,415.8,9,378.38,1,2,30,1,5.6,174.05,1,28.25,3.34109345759245,793.05,0,0,0, ,1,12.75,330,5.79909265446053,0,0, ,0, ,0,0,0,0,0,1,1,1,1,1,18,1,1,1,0,0,1,0,0,0,0,1,0
4432-KMTQXO-788,5,4,1,56,5,Abril,19,4,1,0,6,3,0,138,5,7,4.47258,5.18742,0,4,1,15,3,2,0,0,0,0,0,0,0,0,0,2,23,4,5,1,0,67.8,3,1,0,1,1,19,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,4,3,1,0,35,5,1,1,4,1,26,5,10,693.8,7,325.96,1,3,66,0,22.05,1442.05,1,42.75,3.75536919538277,2678,1,48.05,3054.8,8.02446940301423,1,32.25,2120,7.65917136766606,1,60.5,4.1026433650368,4054.25,8.30752099259948,1,1,1,2,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,0,0,0
9172-WITHKP-BXZ,2,1,1,29,3,Junio,17,4,2,0,1,1,0,35,2,5.7,1.079295,.915705,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,2,5,2,3,0,1,16.8,1,0,1,1,1,20,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,3,2,4,0,11,4,2,4,3,0,11,4,15,363,11,344.38,1,3,57,0,17.05,934,1,30.75,3.42588999425253,1727.8,0,0,0, ,1,14.75,790,6.67203294546107,1,43.15,3.76468241752944,2437.2,7.79860511837434,1,1,0,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,0,1,0,0,0
1114-UELZXT-QT7,4,1,1,68,6,Agosto,11,1,4,0,36,5,1,35,2,12.2,.74298,3.52702,0,3,1,16,3,2,0,0,0,0,0,0,0,0,0,2,26,5,2,1,0,13.9,1,0,1,1,1,19,1,0,1,0,0,0,0,1,0,0,9,6,1,0,0,1,2,4,0,30,5,2,1,3,0,24,5,4,145.59,9,313.28,0,2,64,0,17.7,1114,0,0, ,0,0,0,0, ,1,25.5,1585,7.36833968631138,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,1,1,1,0,0
0992-DNDKIT-CUP,5,3,0,22,2,Junio,16,3,6,0,0,1,0,20,1,5.2,.27976,.76024,1,1,1,13,2,4,3,3,0,0,0,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,0,4,3,19,0,0,0,1,0,0,0,1,0,0,9,2,1,0,1,4,3,2,0,4,2,1,1,3,0,4,2,16,482.3,6,110.53,1,1,29,1,7.2,220.9,0,0, ,0,1,21.4,559.85,6.32766889070621,0,0,0, ,0,0, ,0, ,0,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0
2654-JRLXAI-HC7,2,1,1,46,4,Marzo,10,1,1,0,5,2,0,25,2,7.7,.4774,1.4476,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,14,3,2,1,0,13.4,1,0,1,5,3,26,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,2,2,3,0,16,5,1,1,3,0,9,3,7,138.95,6,108.01,0,1,31,0,9.2,322.5,1,17.5,2.86220088092947,552.75,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,1,0,1,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0
0405-BACHZT-AYK,4,1,0,24,2,Octubre,17,4,1,0,0,1,0,33,2,3.9,.428571,.858429,0,1,1,19,4,3,1,1,0,0,0,0,0,0,1,3,3,2,2,1,1,16.8,1,1,0,1,1,30,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,4,4,0,6,3,3,3,2,0,2,2,12,188.52,5,96.12,0,3,5,1,5.95,38.25,0,0, ,0,1,41.85,163.4,5.0962011824259,0,0,0, ,1,25.4,3.23474917402449,89.6,4.49535531998088,0,1,0,4,0,0,0,0,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0
4939-KCMADL-HLM,3,2,1,78,6,Junio,16,3,2,0,18,5,1,32,2,23.1,3.171168,4.220832,0,5,1,17,4,2,9,0,0,0,0,0,0,9,0,2,20,4,1,0,0,14.8,1,0,0,6,3,22,1,0,1,1,1,1,0,0,0,0,9,4,0,0,0,2,3,4,0,19,5,3,3,1,0,12,4,11,176.2,7,120.6,0,2,39,0,6.75,234.75,1,43.75,3.77849161280362,1739.95,0,0,0, ,1,16.5,620,6.42971947803914,1,32.2,3.47196645255036,1224.05,7.10992031191115,1,1,1,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,0,0,0,0
4724-UVMKNV-Z1I,2,2,0,73,6,Julio,10,1,1,0,31,5,1,16,1,3,.29856,.18144,0,4,1,10,1,4,5,0,0,0,0,5,0,0,0,2,21,4,2,0,0,7,1,0,1,1,1,19,1,0,1,0,0,0,0,0,0,0,2,6,0,0,0,1,1,3,0,33,5,3,2,1,0,25,5,11,303.73,2,67.22,0,2,66,0,19.1,1231.75,0,0, ,0,0,0,0, ,1,28.5,1900,7.54960916515453,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,33,1,1,1,0,0,0,0,0,1,0,0,0
4231-HZEXGK-HRI,4,3,1,26,3,Agosto,20,5,1,0,0,1,0,64,3,3.9,.391872,2.104128,1,4,0,-1,-1,1,2,1,1,0,0,0,0,0,0,1,6,2,2,1,0,27.3,2,0,1,1,1,33,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,4,3,3,0,3,2,3,1,2,0,2,2,14,410.78,3,109.96,1,1,8,0,2.05,15.45,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,0,0,0,0
4979-WSWKYV-BSV,2,1,1,44,4,Marzo,15,3,3,0,7,3,0,31,2,14.8,2.105892,2.482108,0,4,0,-1,-1,1,12,0,0,0,0,0,0,12,0,2,10,3,3,1,1,13.5,1,0,1,1,1,21,1,1,1,0,0,0,0,0,0,0,2,4,0,1,1,1,1,3,0,21,5,3,4,3,0,12,4,9,420.48,8,364.58,0,2,52,0,12.25,629.55,0,0, ,0,0,0,0, ,1,27,1400,7.24422751560335,0,0, ,0, ,1,0,0,0,0,0,0,1,0,1,24,1,1,1,0,1,0,0,0,0,0,0,0
7245-IUATZR-VLV,5,1,0,30,3,Febrero,12,2,2,0,1,1,0,18,1,14.5,.79866,1.81134,0,2,1,15,3,4,0,0,0,0,0,0,0,0,0,1,9,3,5,1,0,10.2,1,1,0,1,1,21,1,0,0,0,1,0,0,0,0,0,9,6,0,0,1,2,4,3,0,12,4,4,2,4,0,6,3,10,263.55,4,105.02,1,1,27,0,3.2,86.3,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0
2041-WAUPOH-84L,1,4,0,44,4,Febrero,8,1,2,0,9,3,0,41,2,3.1,.151249,1.119751,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,19,4,2,1,0,16.4,1,0,0,5,3,32,1,0,0,0,1,1,0,0,0,0,9,1,0,1,1,2,2,2,0,9,3,3,3,3,0,7,3,10,321.19,3,110.03,0,2,14,0,5.7,75.95,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,1,0,0,0,1,0
5472-GUGMBS-ZVK,3,2,1,21,2,Mayo,12,2,3,1,1,1,0,22,1,2.7,.275616,.318384,1,1,1,12,2,2,0,0,0,0,0,0,0,0,1,3,1,1,3,1,0,11.5,1,0,1,1,1,29,1,0,0,0,0,0,0,1,0,0,2,2,0,1,1,5,1,4,0,3,2,3,1,2,0,2,2,16,461.03,7,174.36,1,1,6,0,4.55,26.35,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,1,0,0,0,0,0,0,1,0,1,17,1,1,1,0,1,0,0,0,0,0,0,0
1811-FUILIP-L3S,3,1,1,62,5,Septiembre,9,1,5,1,31,5,1,14,1,15,.5754,1.5246,0,1,1,11,1,2,3,0,1,0,0,2,0,0,1,3,29,5,3,0,1,5.1,1,0,0,1,1,18,1,0,1,1,0,0,0,0,0,0,9,3,0,0,0,2,2,1,0,37,5,3,3,4,0,28,5,7,79.75,1,15.58,0,3,70,0,41.75,2817.05,1,28.75,3.35863776724336,2108.75,0,0,0, ,1,38.25,2655,7.88419993367604,0,0, ,0, ,1,0,0,0,1,0,1,1,0,1,16,1,1,1,0,0,0,0,0,1,0,0,0
2687-GRSYRT-YRW,4,3,0,33,3,Mayo,14,2,2,1,4,2,0,82,4,6.9,3.745596,1.912404,0,4,1,14,2,2,5,0,0,0,0,0,0,5,1,1,5,2,2,0,1,58.4,3,0,0,1,1,30,1,0,0,0,0,0,0,0,0,0,9,5,0,0,1,1,2,1,0,8,3,4,2,4,1,8,3,9,328.19,4,145.98,0,3,21,1,4.45,81.7,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,1,1,15,1,1,1,0,1,0,1,0,1,1,0,0
9184-ABVZGX-Z4V,2,1,0,65,6,Agosto,17,4,2,1,7,3,0,91,4,.3,.094731,.178269,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,39,5,1,0,0,53.9,3,0,0,5,3,17,0,0,0,0,1,0,0,0,0,0,2,5,1,0,1,1,3,2,1,36,5,4,4,1,0,27,5,11,451.73,2,90.42,1,2,68,1,22,1487.15,0,0, ,0,1,55.95,3887.2,8.26544438309169,1,19,1325,7.18916773842032,1,84.85,4.44088499168024,5602.9,8.63103959982436,1,1,1,4,1,0,0,0,1,1,17,1,1,1,1,1,0,1,1,1,0,0,0
9891-ZXATIA-55Z,3,2,0,38,4,Mayo,16,3,6,0,10,3,0,74,3,4.7,.699078,2.778922,0,2,1,12,2,2,0,0,0,0,0,0,0,0,1,1,12,3,5,1,1,36.5,2,0,0,1,1,27,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,1,2,1,0,15,4,2,3,2,0,9,3,9,748.95,2,164.71,1,3,36,0,14.1,521.9,1,24.75,3.2088254890147,888.9,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,1,0,0,0,0,1,18,1,1,1,0,0,1,0,0,0,0,0,0
6246-WBWHHS-GFB,4,3,1,34,3,Agosto,15,3,2,0,3,2,0,46,2,2.1,.358386,.607614,0,4,0,-1,-1,2,2,2,0,0,0,0,0,0,1,1,8,3,3,1,0,17.5,1,0,1,1,1,28,1,0,0,0,1,0,0,1,0,0,9,5,0,0,1,1,2,1,0,14,4,4,4,3,0,7,3,6,141.63,5,83.39,1,1,31,0,10.8,354.45,1,25,3.2188758248682,733.35,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,1,1,1,1,1,0,1,20,1,1,1,0,1,1,1,0,0,0,1,0
2212-AOYDMW-0ZV,2,2,0,78,6,Diciembre,20,5,1,1,13,4,1,14,1,8.2,.307664,.840336,0,3,1,14,2,2,4,0,0,0,0,0,0,4,1,4,42,5,2,0,0,8,1,0,0,4,3,25,1,1,0,1,0,0,0,1,0,1,9,4,0,1,0,4,2,4,0,39,5,3,3,4,0,30,5,9,242.81,9,171.27,0,2,72,0,35.8,2537.2,0,0, ,0,0,0,0, ,1,55.5,3980,8.28903709827848,0,0, ,0, ,1,0,0,1,1,0,0,1,0,1,16,1,1,1,0,1,0,0,0,1,0,0,0
8268-VLELYK-IJK,5,3,1,47,4,Noviembre,10,1,3,0,17,5,0,68,3,22,5.40056,9.55944,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,10,3,4,1,1,40.5,3,0,1,1,1,26,1,0,0,1,0,0,0,0,0,0,9,5,0,0,0,2,4,4,0,16,5,3,4,1,1,7,3,16,528.81,7,306.53,0,1,28,0,7.95,213.9,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,0,0,0,0,0,0,0
6023-TINSQC-7T4,3,3,1,60,5,Febrero,19,4,6,0,22,5,0,101,4,7.2,1.498032,5.773968,0,4,1,20,5,2,2,0,1,1,0,0,0,0,0,2,17,4,2,1,0,39.7,2,0,1,1,1,30,1,0,1,0,0,1,0,0,0,0,9,6,1,0,1,1,2,4,0,12,4,3,1,1,0,7,3,9,1260.83,3,400.61,1,3,14,1,10.1,121.55,1,26,3.25809653802148,364.35,1,39.05,494.8,6.20415364051833,1,18,215,5.37063802812766,1,22.65,3.12015985192904,271.75,5.60488252600132,1,1,1,4,0,1,1,1,1,1,17,1,1,1,1,1,0,0,1,0,0,1,0
2332-AAKERL-PNS,3,4,1,61,5,Mayo,17,4,1,0,7,3,0,121,4,9.1,4.085081,6.925919,0,3,1,12,2,2,5,0,2,3,0,0,0,0,1,1,34,5,2,1,0,67.7,3,0,1,1,1,28,1,0,1,0,0,0,0,0,0,0,9,5,1,0,1,2,2,3,0,31,5,4,2,2,0,24,5,13,296.33,2,78.97,0,2,60,0,9.5,540,1,25.25,3.22882615572137,1485.25,0,0,0, ,1,21.75,1360,7.2152399787301,0,0, ,0, ,0,0,0,0,1,1,0,1,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0
8888-ERPHEF-H3V,4,5,1,77,6,Julio,11,1,3,0,23,5,1,19,1,15.3,.866286,2.040714,0,2,0,-1,-1,1,8,0,0,0,0,0,0,8,0,2,18,4,2,0,0,9.8,1,0,0,8,4,30,0,0,0,1,0,0,1,1,0,0,9,3,0,0,1,3,2,2,1,13,4,2,4,1,0,8,3,5,91.4,1,17.05,0,1,32,0,5.05,150,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,29,1,1,1,0,0,0,0,0,1,0,0,0
0213-HSPXOI-LYR,5,5,1,21,2,Mayo,16,3,5,0,0,1,0,30,2,13.5,1.22715,2.82285,1,1,1,13,2,4,0,0,0,0,0,0,0,0,1,3,2,1,2,1,1,9.9,1,1,0,4,3,31,1,0,0,1,0,0,1,1,0,0,9,4,0,0,1,4,1,4,0,4,2,2,4,4,0,2,2,17,545.92,7,211.87,1,3,10,0,4.7,52.35,0,0, ,0,1,24.7,190.85,5.25148777919124,0,0,0, ,0,0, ,0, ,0,0,0,2,0,0,0,0,1,1,20,0,1,1,0,1,1,1,0,0,0,0,0
9095-NXHCNI-HXG,3,3,1,31,3,Enero,19,4,1,0,1,1,0,43,2,2.1,.706146,.196854,1,5,0,-1,-1,3,4,0,0,0,0,0,0,4,0,2,2,1,3,1,1,28.5,2,0,1,4,3,37,1,0,1,1,0,0,0,0,0,0,9,4,0,0,0,4,4,4,0,1,1,2,2,2,0,1,1,10,308.96,3,69.09,0,1,2,1,4.3,6.3,0,0, ,0,1,32.85,42.85,3.75770564504379,1,27,25,3.2188758248682,1,28.75,3.35863776724336,22.3,3.10458667846607,0,1,1,2,1,1,1,1,1,1,16,1,1,1,1,1,1,1,0,0,0,0,0
4115-RQKQTM-RXB,1,4,0,74,6,Febrero,11,1,1,0,26,5,1,18,1,1.4,.054432,.197568,0,5,0,-1,-1,1,7,0,0,0,0,0,0,7,0,1,6,2,7,0,0,11,1,1,0,1,1,32,1,0,0,1,0,0,0,0,0,0,2,2,1,0,0,5,3,2,0,23,5,1,3,1,0,18,5,8,241.67,5,157.61,0,2,50,0,14.8,708.25,1,23.75,3.16758253048065,1123.5,0,0,0, ,1,15.25,700,6.5510803350434,0,0, ,0, ,1,0,0,0,0,1,0,1,1,1,24,1,1,1,0,0,0,0,0,1,1,0,0
4730-MCQYEE-7XQ,4,2,1,27,3,Diciembre,20,5,2,0,0,1,0,42,2,16.4,1.370712,5.517288,0,1,1,16,3,4,2,0,2,0,0,0,0,0,0,2,2,1,2,1,0,17.8,1,1,0,1,1,27,1,0,0,0,0,0,1,0,0,0,2,2,0,1,1,4,1,3,0,9,3,2,3,1,0,9,3,12,388.44,2,61.86,1,1,41,1,15.65,580.35,0,0, ,0,1,49,2046.8,7.62403287693094,1,17.75,695,6.54391184556479,1,49.25,3.8969093676181,2032.4,7.61697263971958,1,1,1,4,1,1,0,1,1,1,20,1,1,1,1,1,1,1,0,1,0,0,0
4048-TDAQGT-9Y6,1,2,0,64,5,Febrero,10,1,6,0,36,5,0,327,5,11.7,15.533154,22.725846,0,5,1,16,3,2,0,0,0,0,0,0,0,0,0,2,36,5,2,1,0,85.8,3,1,0,10,5,23,0,1,0,0,1,0,1,0,0,1,9,4,0,0,1,1,3,1,1,40,5,2,4,3,0,30,5,9,784.81,2,121.16,0,3,72,0,100.7,7400.85,1,65.75,4.18585967105787,4707,0,0,0, ,1,24.25,1770,7.47873482556787,0,0, ,0, ,1,1,1,1,1,1,1,1,0,1,16,1,1,1,0,1,0,0,0,1,0,0,0
4336-AZJUON-KO0,5,4,0,72,6,Abril,18,4,1,0,9,3,0,30,2,6.9,.17595,1.89405,0,4,1,14,2,2,3,0,0,0,0,3,0,0,1,3,9,3,2,1,0,12.8,1,0,0,1,1,20,1,0,0,1,1,0,0,1,0,0,9,4,0,0,1,2,2,4,0,13,4,4,2,3,0,11,4,6,88.78,1,14.97,0,2,40,0,12.4,507.25,1,18,2.89037175789616,713.6,0,0,0, ,0,0,0, ,0,0, ,0, ,1,0,1,2,1,0,1,1,0,1,24,1,1,1,1,1,1,0,1,1,0,0,0
5495-XNMJLP-GBP,4,4,0,66,6,Julio,16,3,1,0,21,5,1,96,4,15.6,8.326656,6.649344,0,5,1,20,5,2,0,0,0,0,0,0,0,0,1,1,30,5,2,1,1,44.1,3,0,1,1,1,31,1,0,1,0,0,0,0,0,0,0,9,5,0,0,1,2,3,1,0,38,5,3,1,3,0,28,5,13,420.63,7,183.13,0,2,70,0,24.55,1858.25,1,25.5,3.23867845216438,1819.25,0,0,0, ,1,34,2385,7.77695440332244,0,0, ,0, ,1,1,0,1,1,1,1,1,0,1,22,1,1,1,0,1,0,1,0,1,0,0,1
9844-JTMVSQ-J5G,3,2,0,55,5,Julio,16,3,5,0,29,5,0,143,5,10.9,9.66394,5.92306,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,28,5,5,1,0,94.8,3,1,0,1,1,23,1,0,0,1,0,0,0,0,0,0,9,5,0,0,1,1,1,4,0,37,5,4,3,4,1,29,5,11,995.5,6,636.02,0,1,69,0,18.5,1286.1,1,57.75,4.0561233494019,3967.3,1,54.4,3676.2,8.20963488895966,1,24,1715,7.44716835960004,0,0, ,0, ,1,1,0,1,1,1,1,1,1,1,21,1,1,1,0,1,1,0,1,1,0,0,0
